"","X","ASR","num_gaps","scaffold_count","scaffold_N50","contig_count","contig_N50","gap_length","gap_length_per","CDSs","CDSs_model","CDSs_known","CDSs_fully_supported","CDSs_ab_initio","CDSs_model_per","CDSs_known_per","CDSs_fully_supported_per","CDSs_ab_initio_per","Length_mean_genes","Length_mean_transcripts","Length_mean_cds","Length_mean_exons","Length_mean_introns","Num_proteins","Num_transcripts","Num_proteins_hsapiens","Num_transcripts_hsapiens","Num_rnaseq_reads","Num_tissues","Num_runs","ASR_predicho","ASR_normalizado_division","ASR_normalizado_resta","ASR_normalizado_resta_min"
"519",518,2.17227511862295,1990,1724,29845739,3686,1006413,870691,0.00110729066096316,47030,46822,9,43106,2031,0.995577291090793,0.000191367212417606,0.916563895385924,0.043185200935573,14427.2,3181.98,2152.52,293.144,1683.32,176468,436,62644,0,3138673459,19,21,1.84893297467192,1.17488040311921,0.323342143951027,2.63362741364036
"520",519,2.56283580542458,1048,176,35791275,175,2862625,342262,0.00041058544512997,53145,52790,0,51179,732,0.993320161821432,0,0.963006868002634,0.0137736381597516,17537,3652.78,2284.1,318.85,2072.16,226635,15245765,54092,0,3692200372,24,147,2.64851464458667,0.96765023016308,-0.0856788391620915,2.22460643052724
"521",520,1.9697771761602,140,38,23287306,37,12371513,599356,0.00110129326107788,38340,38188,0,36053,981,0.99603547209181,0,0.940349504434011,0.0255868544600939,12363.2,2917.12,2063.37,269.655,1288.79,199149,6278216,53577,0,255952994,1,1,2.1443605695107,0.918584870551719,-0.174583393350504,2.13570187633883
"522",521,2.35659878976985,145,72,31084684,71,9102216,41360,5.27172442008591e-05,47841,47751,2,45584,1068,0.998118768420393,4.18051462134989e-05,0.952822892498067,0.0223239480780084,16890.3,3139.87,2154.1,267.112,1775.91,254280,6278415,53310,0,473871224,9,11,2.38952372419533,0.986221130975975,-0.0329249344254872,2.27736033526384
"523",522,2.57936563518378,402,128,16705553,127,3136617,3688529,0.00960237693680321,46831,46260,499,45823,423,0.987807221712114,0.0106553351412526,0.978475795947129,0.00903247848647264,9765.88,3168.07,2227.07,269.786,966.727,162393,6379537,53588,0,2760609964,20,48,3.16310523021367,0.815453627829367,-0.583739595029888,1.72654567465944
"524",523,2.49520951952729,3937,1441,52209666,1440,1703178,73600689,0.0310305256709118,87984,87841,0,84341,1918,0.998374704491726,0,0.958594744499,0.0217994180760138,21446,3041.66,2184.25,297.675,2928.67,162395,6389404,53590,0,5453122943,19,353,2.52922091885831,0.986552618208466,-0.0340113993310229,2.27627387035831
"525",524,2.68328415320503,43,87,14974571,87,11959915,13700,4.22407668644111e-05,41962,41949,0,41239,379,0.999690195891521,0,0.982770125351509,0.00903198131642915,10179.8,3080.09,2350.93,254.845,1030.13,359641,15244787,205742,0,4163261213,15,102,3.33547384725315,0.804468653056531,-0.652189694048124,1.65809557564121
"526",525,1.84261908647911,602,203,32729575,202,2597836,10447897,0.0131006939786135,39329,39209,13,35951,1682,0.996948816395027,0.000330544890538788,0.914109181519998,0.0427674235297109,15909,2845.18,2079.64,252.159,1695.24,220262,6278216,53943,0,779726426,4,21,1.82857760103243,1.00767891143299,0.0140414854466833,2.32432675513601
"527",526,2.03601239855172,1843,340,57165184,340,2360121,3566074,0.0026559717150453,42559,42318,0,40005,1248,0.994337272962241,0,0.939989191475364,0.029323997274372,27015.8,3097.96,2120.83,273.83,3002.63,226446,15244785,54009,0,1670835639,2,76,2.13832527572297,0.952152799981912,-0.10231287717125,2.20797239251808
"528",527,1.79895619784949,253,87,34950760,87,14475636,1865832,0.00223384802034643,38366,38141,0,35263,1492,0.994135432414117,0,0.919121096804462,0.038888599280613,19916,3134.33,2050.44,277.541,2029.36,243072,6278216,53971,0,559246464,3,13,1.87187721430276,0.96104391041459,-0.0729210164532663,2.23736425323606
"529",528,2.25576335347594,1215,227,28732775,226,1015663,23573742,0.0351864536539771,45098,45026,13,43367,769,0.998403476872589,0.000288261120227061,0.961616923145151,0.0170517539580469,12489.6,3011.68,2190.98,294.99,1503.7,243221,6371115,54049,0,8018711101,32,200,2.60971552189481,0.864371359464543,-0.353952168418874,1.95633310127046
"530",529,1.29596430127316,111,31,50300218,30,23134051,4230331,0.00643955541213875,30105,29895,13,22823,3954,0.993024414549078,0.000431821956485634,0.758113270220894,0.131340308918784,13036.4,2058.38,1819.08,199.184,1288.45,225064,6315814,54107,0,139117151,2,13,1.36313071216408,0.950726360801973,-0.0671664108909225,2.24311885879841
"531",530,1.82922512240559,2549,464,118421481,464,2329598,12594248,0.00514766805431696,36431,36356,0,33622,1510,0.99794131371634,0,0.922895336389339,0.0414482171776784,46536.8,2448.15,2025.06,237.846,6117.13,209972,6278216,57106,0,2229590082,8,34,1.90918981558105,0.958115902084295,-0.0799646931754636,2.23032057651387
"532",531,2.72714104882672,433,1731,42723358,1730,8776027,86300,4.54255763495538e-05,84231,84087,0,81775,1214,0.998290415642697,0,0.970842089017108,0.0144127459011528,14233.1,2950.76,2221.66,334.857,2800.16,269394,945276,67119,0,3787217835,21,98,2.88939795354926,0.943844043869682,-0.162256904722542,2.14802836496679
"533",532,1.85547502062405,2458,1563,42832159,1563,661283,639487,0.000623219995249106,38061,37944,0,35247,1357,0.996925987231024,0,0.926066051864113,0.035653293397441,18357.9,2794.5,2003.44,265.474,2162.39,223884,6278222,57162,0,1006401768,10,28,1.94392459183878,0.954499484400747,-0.0884495712147311,2.2218356984746
"534",533,1.65236684382714,1821,342,55996547,342,1517104,16316683,0.0118109685945571,36666,36526,0,34282,1054,0.996181748759068,0,0.934980636011564,0.0287459771995854,24776.3,2683.3,1988.35,282.581,3369.71,245605,0,66957,0,2379881024,6,25,2.0599496711993,0.802139424535132,-0.407582827372158,1.90270244231717
"535",534,2.76786369140785,149,66,30717905,65,14880455,14900,2.17472468791851e-05,54718,54558,0,53670,314,0.997075916517417,0,0.980847253189079,0.00573851383456998,16985.9,3594.59,2269.55,321.241,1999.89,236089,15244807,60894,0,2107566694,14,30,3.25658682685169,0.849927804345904,-0.488723135443839,1.82156213424549
"536",535,2.73716232476871,211,4222,28058890,4222,28058890,21100,7.65440095843141e-06,95423,91818,3479,92394,1655,0.962220848223175,0.0364587154040431,0.968257128784465,0.0173438269599572,23172,3378.01,2255,328.313,3253.91,177354,1435429,62879,0,8287377006,48,211,2.80563933700724,0.975593080929793,-0.0684770122385236,2.24180825745081
"537",536,2.32584175852392,95,58,33761101,57,26803536,31500,4.02595023228448e-05,49841,49507,0,48023,693,0.993298689833671,0,0.963524006340162,0.0139042154049879,16420.7,3139.8,2140.17,302.971,2080.22,367092,25,211650,0,1784559664,5,21,2.6632426851113,0.87331198599602,-0.337400926587378,1.97288434310195
"538",537,2.35988636242019,70,68,34622995,68,26795544,23300,2.94154284156859e-05,48429,48150,0,46857,578,0.994238989035495,0,0.967540110264511,0.0119349976253897,16296.2,3287.81,2243.58,316.525,2076.38,367997,61056,211983,0,3219985589,17,52,2.78316925275319,0.847913349174046,-0.423282890333006,1.88700237935632
"539",538,1.78480839622404,1072,355,26648505,355,1477112,214400,0.000311905319557445,37236,37127,0,34686,1244,0.997072725319583,0,0.931517885916855,0.0334085293801697,10137.9,2508.66,2022,280.946,1406.53,0,0,0,0,0,0,0,2.01148829711561,0.887307372746532,-0.226679900891561,2.08360536879777
"540",539,1.83433370173986,482,108,26770804,108,2078972,96400,0.0001614413318658,36104,36058,0,34723,604,0.998725902947042,0,0.961749390649236,0.0167294482605805,9460.2,2509.35,2098.74,291.751,1363.32,269128,272854,67639,0,3012717234,13,75,2.6133642251408,0.701905109166722,-0.77903052340094,1.53125474628839
"541",540,2.23936274691559,738,174,21005440,174,1362288,147600,0.000307222155962701,40978,40919,0,39726,518,0.998560203035775,0,0.969447020352384,0.0126409292791254,5381.08,2058.29,2236.19,285.4,1134.97,229822,260,67639,0,2255111837,11,63,2.84365514510141,0.787494486022048,-0.604292398185823,1.70599287150351
"542",541,2.44207907292336,373,242,29068826,242,2587297,74600,0.00011588206315835,42665,42582,0,41526,435,0.998054611508262,0,0.97330364467362,0.010195710769952,11419.9,3013.6,2422.29,290.637,1663.82,249418,22056,67121,0,2176454404,2,44,2.97326269190244,0.821346556284536,-0.531183618979081,1.77910165071025
"543",542,2.09708485250612,832,277,32663704,277,3822391,166400,9.87949604628921e-05,74295,74044,0,70878,1623,0.996621576149135,0,0.954007672117908,0.0218453462547951,14727.1,2291.07,2105.79,246.658,2367.55,249989,187,67210,0,5354951912,25,69,2.4167506264622,0.867729102681965,-0.319665773956079,1.99061949573325
"544",543,2.02473100706385,1009,380,64882367,380,3090688,201800,0.000177577866204789,48452,48289,0,44122,2231,0.99663584578552,0,0.910633203995707,0.0460455708742673,17411.7,2913.57,1996.58,291.247,2271.79,252926,3,67587,0,454617006,7,7,1.80238333347001,1.1233631433807,0.222347673593847,2.53263294328318
"545",544,1.37954494112831,275,338,28632645,338,3420448,55000,7.66464309033415e-05,30061,29957,0,26360,1732,0.996540367918566,0,0.876883669871262,0.0576161804331193,10838.5,2116.11,1905.55,237.955,1346.4,268118,158057,67572,0,928663208,1,64,1.66508654858104,0.828512453183854,-0.285541607452725,2.02474366223661
"546",545,2.05188107618083,570,324,30403003,324,2678957,114014,0.000153955806154989,39971,39807,0,38815,404,0.995897025343374,0,0.971079032298416,0.0101073278126642,13970.2,2861.69,2176.52,294.92,1955.63,249913,4,67572,0,9508551621,9,221,2.89729427142712,0.70820596182318,-0.845413195246287,1.46487207444304
"547",546,1.46203241332458,1489,665,31095048,665,1496448,297822,0.000389747291945199,31489,31217,0,27284,2059,0.991362062942615,0,0.86646130394741,0.065387913239544,14476.4,2432.89,1961.08,249.32,1702.32,400609,376515,217740,0,513034518,3,3,1.64886680496782,0.886689215235381,-0.186834391643234,2.1234508780461
"548",547,1.98618155872177,2462,1007,18633437,1007,396237,492400,0.000967917064022438,41832,41773,0,39495,964,0.998589596481163,0,0.944133677567413,0.0230445591891375,9619.03,2625.54,2013.86,275.228,1189.28,229442,2,67639,0,2365845427,15,33,2.21113184458749,0.898264643776732,-0.22495028586572,2.08533498382361
"549",548,1.73641093351386,1654,240,34617450,240,1117303,330800,0.000380493839757,41686,41567,0,37401,2489,0.9971453245694,0,0.897207695629228,0.0597082953509572,11718,2328.72,2007.2,274.89,1768.24,187660,1086865,67639,0,846156584,22,22,1.72616032894787,1.00593838497739,0.0102506045659942,2.32053587425533
"550",549,2.26634163800145,468,119,34318521,119,2956553,93600,0.000117139532804442,46620,46436,0,45179,577,0.996053196053196,0,0.969090519090519,0.0123766623766624,16525.5,3573.69,2250.42,345.756,2059.66,382507,10225,219710,0,6089839184,26,107,2.83216949199507,0.800213985923904,-0.565827853993616,1.74445741569572
"551",550,2.13053054289992,815,131,31261685,131,2715806,163000,0.000226322871764544,42708,42643,4,41557,474,0.998478036901751,9.36592675845275e-05,0.973049545752552,0.0110986232087665,15136.6,3488.21,2184.87,328.703,1785.52,251291,81147,67670,0,8200271138,5,168,2.96441639947361,0.718701510111142,-0.833885856573692,1.47639941311564
"552",551,2.59350870302404,2643,359,17435539,357,465069,5980520,0.0126684186003986,48022,47937,85,46955,711,0.998229977926784,0.00177002207321644,0.977781017033859,0.0148057140477281,3902.68,2608.15,1684.07,372.482,323.804,177870,383278,0,0,11570104683,106,326,3.1364982150016,0.826880337638808,-0.542989511977558,1.76729575771177
"553",552,1.88228876291175,59,106,13159747,105,13159747,590000,0.00150387740888917,51840,51838,2,50060,1387,0.999961419753086,3.85802469135802e-05,0.965663580246914,0.0267554012345679,4789.56,2065.44,1539.33,341.462,907.971,111389,95585,0,0,7625881203,70,133,2.7258951253849,0.690521343019742,-0.843606362473149,1.46667890721618
"554",553,1.45227647218125,3906,869,68658214,4773,1310030,33371430,0.0470454350332074,39132,39132,0,35600,3000,1,0,0.909741388122253,0.0766636001226618,3962.77,2038.04,1401.4,368.418,560.366,196341,2043689,0,0,4194948366,45,103,1.79613480677196,0.808556499604451,-0.343858334590708,1.96642693509862
"555",554,1.62105631259749,89,88,31125843,84,8937712,36170,0.000159591624755076,30919,30609,310,29455,1091,0.989973802516252,0.0100261974837479,0.952650473818688,0.0352857466282868,4377.13,1923.02,1425.32,325.027,602.22,50591,218918,0,0,9211899193,51,226,2.38562202420799,0.679510960306326,-0.764565711610498,1.54571955807883
"556",555,1.68141272164947,8916,347,20441467,9197,418909,25908896,0.0264662299423256,74248,66339,7909,67757,5572,0.893478612218511,0.106521387781489,0.91257676974464,0.0750457924792587,4081.83,1929.31,1387.3,333.587,600.032,99532,1475890,0,0,5349054486,23,130,1.81666090800727,0.925551221055248,-0.135248186357806,2.17503708333153
"557",556,1.57288692077459,25,15,30223662,35,21988513,423958,0.00156269870862372,37892,37796,96,35716,1705,0.997466483690489,0.00253351630951124,0.942573630317745,0.0449963052887153,3647.01,2083.18,1432.65,370.955,492.266,172812,5299170,0,0,9734378257,195,232,2.18284534021357,0.720567276021809,-0.609958419438978,1.70032685025035
"558",557,1.42016287234569,13,73,15217274,72,15217274,1300,3.74150597198317e-06,36216,36216,0,34096,1449,1,0,0.94146233708858,0.0400099403578529,3627.83,2034.57,1449.97,368.498,500.591,258816,68,0,0,2536969022,14,21,2.16334942852055,0.656464856589025,-0.743186556174857,1.56709871351447
"559",558,1.02580327197381,13431,3048,27879571,16459,28051,12334773,0.0575388330246588,31302,31277,25,28171,2619,0.999201328988563,0.000798671011436969,0.899974442527634,0.0836687751581369,3339.98,1917.38,1391.11,346.044,361.842,0,0,0,0,3321165877,87,90,1.73899081972604,0.589884236499541,-0.713187547752233,1.5970977219371
"560",559,1.50494794342922,7312,431,36364294,430,87439,18499634,0.0569429881371866,30773,30773,0,28592,1735,1,0,0.9291261820427,0.0563805933773113,3776.79,1890.45,1452.84,318.599,466.851,160643,160019,0,0,3808515995,27,50,1.98057938386995,0.759852372333913,-0.475631440440728,1.8346538292486
"561",560,1.32867555909158,14,74,11392507,73,11392507,1400,5.31652943444685e-06,30090,30080,10,27587,1460,0.99966766367564,0.000332336324360253,0.916816218012629,0.0485211033565969,3701.48,1855.07,1419.67,318.212,465.443,46775,1311386,0,0,329318817,3,4,1.85111647789389,0.717769829699361,-0.522440918802313,1.78784435088702
"562",561,1.3736688534136,6442,337,47252588,6778,126273,4823979,0.0118855742696046,35761,35736,25,31826,3166,0.99930091440396,0.000699085596040379,0.889963927183244,0.0885321998825536,3567.16,1973.04,1417.98,352.636,444.397,92459,66163,0,0,3049922323,30,94,1.69840870059647,0.808797583839021,-0.324739847182873,1.98554542250646
"563",562,1.52718509811553,408,1100,28928902,1099,1386548,2139352,0.00606077755135082,60607,60400,207,57176,3100,0.996584552939429,0.00341544706057056,0.943389377464649,0.0511492071872886,3593.22,2716.94,1323.39,543.515,312.139,0,0,0,0,0,0,0,2.19750120064705,0.694964397592071,-0.670316102531523,1.63996916715781
"564",563,1.50950603600843,31897,7545,697963,39023,34102,48145013,0.0906867011395208,35754,35502,252,32728,2483,0.992951837556637,0.00704816244336298,0.915366112882475,0.0694467751859932,3970.47,1816.66,1392.42,316.645,576.788,151331,6255013,0,0,9159639829,84,258,1.83880171504102,0.820918331574841,-0.329295679032589,1.98098959065674
"565",564,1.48849515050286,2339,192,27368013,2530,255210,2772453,0.012182902402013,32510,32510,0,29526,2445,1,0,0.908212857582282,0.075207628422024,3559.01,2001,1475.81,346.458,402.999,92173,907014,0,0,1481558522,13,57,1.78585338367424,0.833492359512968,-0.297358233171382,2.01292703651795
"566",565,1.29529957026085,15597,8626,636887,23760,32274,16851380,0.0720051394725961,29621,29592,29,25370,3076,0.999020964856014,0.000979035143985686,0.856486951824719,0.103845244927585,3414.91,1750.79,1393.66,310.012,398.916,74408,863950,0,0,417067876,19,25,1.6378628470561,0.790847397624918,-0.342563276795244,1.96772199289409
"567",566,1.75235923617514,162407,40349,1045414,202467,9367,478070992,0.311410742394003,43551,43519,32,41078,1842,0.999265229271429,0.000734770728571101,0.943215999632615,0.042295240063374,8440.05,1996.8,1431.84,332.983,1604.13,140099,503228,0,0,2216735614,51,94,2.19436159919583,0.798573597358488,-0.442002363020692,1.86828290666864
"568",567,1.58337698552168,566,1034,1885876,1032,1885876,5660000,0.0105263127551079,43271,43271,0,36452,6381,1,0,0.842411776940676,0.147465970280326,3917.02,1881.96,1444.8,333.59,589.294,228860,252079,0,0,7400628413,22,155,1.62406388683673,0.974947474883952,-0.0406869013150433,2.26959836837429
"569",568,1.53854957617466,9940,16369,2060396,26175,52214,4572828,0.0166248685584382,35323,35291,32,32863,1924,0.999094074682218,0.000905925317781615,0.930356991195538,0.0544687597316196,3920.17,1898.12,1412.66,315.321,489.634,123903,710772,0,0,4134946787,7,118,1.99623128641846,0.770727112956456,-0.45768171024381,1.85260355944552
"570",569,1.35027411257018,35036,37212,30099736,37780,32728,45010014,0.0701794477005167,107481,107451,30,94343,9492,0.99972088089988,0.000279119100120021,0.877764442087439,0.0883132832779747,2466.68,1616.39,1283.81,290.132,252.103,109116,213113,0,0,4242202532,40,115,1.66679924924988,0.810100024449764,-0.316525136679703,1.99376013300963
"571",570,1.32579862541642,51070,32886,48366697,33759,21938,42999729,0.0879422500465074,56610,56610,0,48013,7238,1,0,0.848136371665783,0.12785726903374,2378.96,1490.52,1247.1,287.541,250.179,61523,237861,0,0,1816466884,24,41,1.62981342827227,0.813466500163684,-0.30401480285585,2.00627046683348
"572",571,1.65813478887929,21002,2499,25360630,2497,48880,33470484,0.0721910020244851,42170,42099,71,38182,3326,0.998316338629357,0.00168366137064264,0.905430400758833,0.0788712354754565,4219.02,1926.7,1430.15,324.161,596.602,96388,3454998,0,0,1907952784,8,27,1.76846995439589,0.937609816190347,-0.110335165516609,2.19995010417272
"573",572,1.3000923199707,2698,6424,37282294,6422,184364,269710,0.000621677397825985,65067,65066,1,58413,5414,0.999984631226274,1.53687737255444e-05,0.897736179630227,0.0832065409500976,2287.05,1566.11,1283.38,306.776,228.538,124289,425653,0,0,8840330533,34,196,1.72850851452072,0.752146899508438,-0.428416194550024,1.88186907513931
"574",573,1.59093127247737,111473,997,6169993,997,24488,96429990,0.0712446911109333,57621,57621,0,46852,9605,1,0,0.813106332760625,0.166692698842436,3947.68,1669.2,1265.11,324.895,729.144,95771,6254320,0,0,8958708613,63,202,1.57730157771372,1.00864114697926,0.0136296947636487,2.32391496445298
"575",574,1.38752152156811,130699,1589,108052799,1588,24729,130015313,0.120174075086245,44934,44931,3,34747,8643,0.999933235411937,6.67645880624917e-05,0.773289713802466,0.192348778208038,3402.46,1572.7,1321.7,321.629,662.226,0,0,0,0,0,0,0,1.43693970685607,0.965608727316692,-0.0494181852879596,2.26086708440137
"576",575,1.55114464523445,30741,12,77991103,12,60083,71062789,0.0767063461175047,38023,37977,46,34723,2886,0.998790205927991,0.00120979407200905,0.913210425268916,0.0759014280830024,4652.11,2009.63,1417.36,331.998,775.044,86893,931177,0,0,6471362746,49,296,1.82151660329703,0.851567667528698,-0.270371958062582,2.03991331162675
"577",576,1.58961226377447,1051,24757,37114715,24756,1072962,603869,0.00105397069503868,45959,45959,0,40875,4395,1,0,0.889379664483561,0.0956287125481407,4718.9,1806.76,1442.54,321.866,791.791,158766,1730760,0,0,1388733840,20,36,1.69650094216675,0.936994624797694,-0.106888678392282,2.20339659129705
"578",577,1.69656576380174,6262,3129,11759267,3128,114399,6781819,0.0177508535412424,35689,35689,0,32395,2472,1,0,0.907702653478663,0.0692650396480708,5158.66,1897.72,1411.97,308.164,806.312,243590,18879,0,0,3634560202,17,105,1.78253922395121,0.951769106118801,-0.0859734601494662,2.22431180953987
"579",578,1.51262775154051,554,11,51152908,9,6076493,55400,0.000125589542020098,49321,49299,22,43030,5583,0.999553942539689,0.000446057460311024,0.872447841690152,0.113197218223475,4077.13,2044.72,1426.83,344.784,589.007,173673,18108,0,0,8268507855,27,218,1.65735638292503,0.912675008902374,-0.144728631384522,2.16555663830481
"580",579,1.8139245422332,672,104,29151420,756,3258867,2472345,0.00386043934010545,49290,49290,0,45851,2837,1,0,0.930229255427064,0.0575573138567661,4499.78,2051.12,1502.8,341.068,685.473,139442,224918,0,0,6955847003,31,162,1.99458201927803,0.909425897105887,-0.180657477044837,2.12962779264449
"581",580,1.68989008642114,41534,14378,702610,55107,48365,4153400,0.00681776001895434,52821,52821,0,48757,3386,1,0,0.923060903807198,0.064103292251188,4383.94,1768.81,1455.97,291.369,613.504,101160,90137,0,0,5251742096,31,140,1.91092501564155,0.884330924860389,-0.221034929220405,2.08925034046893
"582",581,1.43328656177989,44390,11792,131339754,56182,46553,35521464,0.0299118540056112,36763,36763,0,28263,6995,1,0,0.768789271822213,0.19027282865925,6958.75,1627.86,1268.41,282.576,1324.32,264004,8613,0,0,1174990785,22,22,1.41580030381579,1.01235079404699,0.0174862579641011,2.32777152765343
"583",582,1.38977492792046,66046,37194,524499,37194,64201,275105010,0.116289902128942,44491,44491,0,34196,9773,1,0,0.768604886381515,0.219662403632195,4398.47,1707.04,1287.58,328.51,803.694,65881,548959,0,0,3311787556,31,49,1.41491812004858,0.982229931349488,-0.0251431921281167,2.28514207756121
"584",583,1.52250548959846,6690,807,37631755,806,588895,77686034,0.110450156215474,52036,51360,676,46999,4392,0.987008993773541,0.0129910062264586,0.903201629641018,0.0844031055423169,3746.83,1907.68,1395.19,326.426,515.199,55220,329742,0,0,9843840853,77,274,1.75572160096065,0.867167943235089,-0.233216111362185,2.07706915832715
"585",584,1.34892546685409,2380,334,176490873,332,2005037,61903037,0.0205654678907241,75695,75695,0,54412,19943,1,0,0.718832155360328,0.263465222273598,3500.35,1684.56,1278.33,326.7,685.801,161406,125100488,0,0,7234563902,24,169,1.18117706272324,1.14201800003135,0.167748404130854,2.47803367382019
"586",585,1.51410009538344,736,1027,1111465,1027,1111465,7360000,0.0137341862345092,37612,37612,0,34083,2723,1,0,0.906173561629267,0.0723971073061789,3547.66,1922.58,1411.08,340.936,464.439,256791,7741868,0,0,1733889671,29,37,1.77294934547229,0.854000763896675,-0.258849250088845,2.05143601960049
"587",586,1.35234713746955,67782,109197,576238907,109196,211214,85860142,0.0203547885891275,58655,58650,5,45112,12456,0.999914755775296,8.52442247037763e-05,0.769107492967351,0.212360412582048,3739.69,1903.89,1262.42,404.366,743.889,246170,558080,0,0,8182868509,25,103,1.41732001858664,0.954157931684415,-0.0649728811170944,2.24531238857224
"588",587,1.55184610604771,42718,41226,12567911,41225,48313,109483939,0.0959421578075269,58249,58249,0,47907,9030,1,0,0.822451887586053,0.155024120585761,4190.57,1729.63,1257.9,325.25,741.994,124422,1134189,0,0,4500634512,32,100,1.59656618643679,0.971989836206606,-0.0447200803890895,2.26556518930024
"589",588,1.35758960100329,384,93,324658466,91,12524908,1337877,0.000516481179428671,47803,47801,2,37858,9265,0.999958161621656,4.18383783444554e-05,0.791958663682196,0.19381628768069,2795.52,1729.33,1319.73,342.769,447.564,188633,133648,0,0,9096837677,40,153,1.51434848397998,0.896484273841186,-0.156758882976686,2.15352638671264
"590",589,1.74190836487028,52577,81202,227195441,81200,122840,87785288,0.0273262616103554,51555,51221,334,44684,6209,0.993521481912521,0.00647851808747939,0.86672485694889,0.120434487440597,5426.09,1901.36,1298.66,374.695,1281.47,82484,415189,0,0,7296697050,28,281,1.64920248711717,1.05621255029463,0.0927058777531058,2.40299114744244
"591",590,1.70564049804269,33,53,69643165,53,22201688,3300,6.40628696385112e-06,48188,48188,0,41455,5954,1,0,0.860276417365319,0.123557732215489,3489,1938.94,1474.98,330.921,494.403,55936,980039,0,0,3571300904,10,69,1.6417307012019,1.0389283070567,0.0639097968407976,2.37419506653013
"592",591,1.42768580038604,33809,10205,661480603,10204,278604,30285584,0.00624548959737925,48561,48561,0,45069,2229,1,0,0.928090442948045,0.0459010316920986,3886.63,2047.49,1356.52,384.165,633.874,178730,84652,0,0,9114877541,9,207,1.96781729097697,0.725517458827304,-0.540131490590929,1.7701537790984
"593",592,1.60358823587034,3655,385,135150084,384,1498096,3895359,0.00152336619539763,100775,100775,0,85092,14565,1,0,0.844376085338626,0.144529893326718,2700.58,1565.5,1371.96,339.596,535.49,151879,4282210,0,0,9470549282,52,225,1.6260927563921,0.98616037096697,-0.0225045205217642,2.28778074916757
"594",593,1.40536622311009,22,42,56236587,40,23305320,574260,0.00133546348588625,42683,42674,9,37133,4708,0.999789143218612,0.000210856781388375,0.869971651477169,0.110301525197385,3665.78,1782.99,1440.01,342.494,565.446,99523,3431294,0,0,7020639841,57,191,1.65360951315114,0.849877925793985,-0.248243290041048,2.06204197964828
"595",594,1.38525280550817,30963,34381,204470928,34380,1773300,5406270,0.00199087078141589,84179,84179,0,63086,19649,1,0,0.749426816664489,0.233419261335963,2861.98,1766.59,1282.72,339.042,408.168,150891,21225,0,0,1267320666,17,38,1.31899096378391,1.05023676700117,0.0662618417242649,2.3765471114136
"596",595,1.44879807306693,15991,17,29809665,16,74678,24261817,0.0525159855584323,42046,42046,0,35822,5301,1,0,0.851971650097512,0.126076202254673,3315.98,1714.72,1453.6,319.486,484.774,133315,411134,0,0,858758829,4,29,1.63349308830009,0.886932478284699,-0.184695015233165,2.12559025445617
"597",596,1.32158616788962,3482,3530,47530510,3530,204058,14570140,0.0208173418238449,38150,38150,0,28141,8632,1,0,0.737640891218873,0.226264744429882,3782.42,1669.52,1421.96,338.692,623.348,63171,18,0,0,410394581,3,104,1.26031849873731,1.04861284604939,0.0612676691523091,2.37155293884164
"598",597,1.56542267797563,690,2833,42465768,2832,3917557,2272353,0.00207625752180709,67222,67222,0,55276,10573,1,0,0.822290321620898,0.157284817470471,3916.15,1890.11,1441.71,356.588,624.966,63171,240011,0,0,2148668333,22,139,1.59627362852265,0.980673144005037,-0.0308509505470136,2.27943431914232
"599",598,1.56962919514439,752,1120,50696784,1118,3325257,24573723,0.0242400211490107,69277,69277,0,62741,5665,1,0,0.905654113197742,0.081773171471051,4058.01,1860.18,1397.35,321.148,596.849,98022,9985358,0,0,10074007857,67,286,1.7698061023043,0.886893311702742,-0.200176907159918,2.11010836252941
"600",599,1.64941532555884,986,175,23918791,174,738826,6066668,0.0121268656138368,39906,39906,0,35610,3493,1,0,0.892347015486393,0.087530697138275,6217.05,1984.71,1490.13,331.124,1089.63,53122,685487,0,0,2189576476,33,129,1.70667499456935,0.966449576402822,-0.0572596690105132,2.25302560067882
"601",600,1.64265140731828,54,154,35629462,154,11553270,4310200,0.00816486956533731,43487,43487,0,39659,3235,1,0,0.911973693287649,0.0743900476004323,5326.39,1775.22,1419.3,305.685,906.863,158513,984294,0,0,7433883071,24,150,1.81213218577333,0.90647438427196,-0.16948077845505,2.14080449123428
"602",601,1.4883549393438,61,76,11217222,75,11217222,610000,0.00154091143607985,39206,39206,0,35936,2729,1,0,0.916594398816508,0.0696066928531347,3504.6,2032.66,1423.88,369.946,462.134,92104,39,0,0,7642815890,126,198,1.8491960204886,0.804865964912977,-0.360841081144806,1.94944418854453
"603",602,1.66074824787695,188,474,39957110,473,4489929,18800,5.86593932347248e-05,36608,36608,0,34113,2112,1,0,0.931845498251748,0.0576923076923077,3185.47,1950.99,1454.05,335.968,376.694,148713,77709,0,0,7166580349,32,115,2.01588216904057,0.823832004361325,-0.355133921163621,1.95515134852571
"604",603,1.75747211984596,5708,1033,108141443,6733,783933,2911000,0.00126232051327081,111813,110731,1082,102745,8268,0.990323128795399,0.00967687120460054,0.918900306762183,0.0739448901290548,3054.98,1759.67,1358.27,338.299,474.623,0,0,0,0,0,0,0,1.8698237965161,0.939913227717246,-0.112351676670138,2.19793359301919
