"","X","ASR","num_gaps","scaffold_count","scaffold_N50","contig_count","contig_N50","gap_length","gap_length_per","CDSs","CDSs_model","CDSs_known","CDSs_fully_supported","CDSs_ab_initio","CDSs_model_per","CDSs_known_per","CDSs_fully_supported_per","CDSs_ab_initio_per","Length_mean_genes","Length_mean_transcripts","Length_mean_cds","Length_mean_exons","Length_mean_introns","Num_proteins","Num_transcripts","Num_proteins_hsapiens","Num_transcripts_hsapiens","Num_rnaseq_reads","Num_tissues","Num_runs","ASR_predicho","ASR_normalizado_division","ASR_normalizado_resta","ASR_normalizado_resta_min"
"432",431,2.19648848741526,440,93,37878235,92,9299978,3217901,0.00371757051944828,46013,45791,0,44063,954,0.995175276552279,0,0.957620672418664,0.0207332710320996,18944.5,3139.78,2110.51,276.689,2144.06,216979,15244785,62359,0,1251000438,7,26,2.50437770656286,0.877059591154819,-0.307889219147596,2.00239605054174
"433",432,2.43147569099446,2957,4235,48906729,7191,3441286,1696462,0.00110011039480601,61025,60952,13,57506,1740,0.998803768947153,0.000213027447767308,0.942335108562065,0.0285129045473167,22736,3213.85,2172.5,280.469,2650.69,255043,6278322,62088,0,4474311190,17,56,2.17861544001196,1.11606465571598,0.252860250982498,2.56314552067183
"434",433,1.71457828935953,60,29,27778429,28,16959746,11380,1.76650901360215e-05,34085,33912,0,32060,896,0.994924453571952,0,0.940589702215051,0.0262872231186739,16313,3253.62,2067.13,273.324,1487,217867,0,62364,0,223957656,1,1,2.14841445474031,0.798066818800465,-0.433836165380774,1.87644910430856
"435",434,1.97267060253495,98,96,26859436,96,15555772,1137472,0.00183019424071369,38515,38398,0,37109,602,0.99696222251071,0,0.963494742308192,0.0156302739192522,14124.3,3158.19,2135.25,272.902,1391.64,286522,6278216,61866,0,405863316,3,4,2.66240497703309,0.740935590021785,-0.689734374498142,1.62055089519119
"436",435,2.44867283950922,2318,9978,2884253,9977,2884253,231710,0.000100969157937747,82681,82584,13,79443,1620,0.998826816318138,0.000157230802723721,0.960837435444661,0.0195933769548022,25419.6,3297.16,2120.25,304.559,2972.91,176172,743709,62538,0,8779093238,29,70,2.58845228911136,0.945998830965459,-0.139779449602147,2.17050582008718
"437",436,2.10603033464157,284,46,51466935,45,16477222,28400,2.42016824917634e-05,40068,40002,0,37897,1158,0.998352800239593,0,0.94581711091145,0.02890086852351,28077.7,3677.3,2258.4,297.868,2997.06,210138,6278220,62353,0,436625552,2,10,2.24288664210272,0.938982066729486,-0.136856307461151,2.17342896222818
"438",437,2.19633244519563,13137,6701,29545497,6700,1558716,7971909,0.00474480292372094,80987,80670,16,76723,1763,0.996085791546791,0.000197562571770778,0.947349574623088,0.0217689258769926,16724.8,2989.24,2068.37,279.072,2003.53,252182,51682,62645,0,8528970436,62,261,2.2729332677533,0.966298692687363,-0.0766008225576704,2.23368444713166
"439",438,2.56984049986462,1639,74,38440066,73,1565278,4995812,0.00552889938963833,56159,56007,0,54224,838,0.997293399098987,0,0.965544258266707,0.0149219181253227,12963.2,2595.1,2187.93,284.197,2178.82,239071,4,62394,0,1605754454,12,33,2.72232737750587,0.943986576008008,-0.152486877641245,2.15779839204809
"440",439,2.65653629897585,962,967,56672075,967,5074093,94373,9.66846870696726e-05,58403,58349,0,56753,537,0.999075389962844,0,0.971748026642467,0.00919473314726983,21775.1,3695.03,2154.01,352.369,2635.05,270769,25,67650,0,7902977490,36,193,2.9197903765027,0.909838021371187,-0.263254077526849,2.04703119216248
"441",440,2.45758987351765,1091,243,42265598,242,2576066,1913521,0.00172406579580595,60670,59927,0,58262,966,0.98775342014175,0,0.960309873083896,0.015922202076809,20236.6,3239.18,2161.19,310.166,2551.78,255182,405,64133,0,5608463871,29,104,2.57426073667528,0.954677915296055,-0.116670863157637,2.19361440653169
"442",441,2.27451814581435,3663,1122,25085836,1121,1423374,391652,0.000535908684177107,48806,48681,0,46761,963,0.997438839486948,0,0.958099414006475,0.0197311805925501,12793.9,3076.21,2148.91,285.307,1524.5,252469,3,62691,0,2568834864,13,51,2.5165218117736,0.903834067788712,-0.242003665959246,2.06828160373008
"443",442,2.4595830795545,107,73,26010843,72,21700000,10700,1.35474575769976e-05,46915,46455,0,45244,639,0.990195033571352,0,0.964382393690717,0.0136203772780561,17465.3,3611.45,2252.09,323.627,1999.72,245879,0,67096,0,4914348800,13,85,2.68804417145703,0.915008430914771,-0.228461091902538,2.08182417778679
"444",443,2.16259849217379,662,1937,26091242,1936,1188264,65441,0.000108429454877241,42109,42011,0,40554,512,0.997672706547294,0,0.963072027357572,0.0121589208957705,13706.1,3094.25,2200.03,276.445,1508.26,250911,11057,62807,0,4249218493,10,63,2.6503615807121,0.815963568107843,-0.487763088538312,1.82252218115102
"445",444,2.33846838612492,224,353,47849308,352,35119607,112000,4.78455654917324e-05,81312,81142,0,79200,1083,0.997909287682015,0,0.974025974025974,0.01331906729634,32329.2,3705.95,2096.19,334.291,3561.08,0,0,0,0,0,0,0,2.99865126148138,0.779840062151703,-0.660182875356457,1.65010239433287
"446",445,2.53053840927722,181,37,29761488,36,12906370,17569858,0.025831720263891,49373,49217,13,48225,441,0.996840378344439,0.000263301804630061,0.976748425252668,0.00893200737245053,17473.9,3541.1,2196.97,310.171,1963.55,193808,134,62793,0,1034397130,8,19,3.09759727191398,0.816935898098086,-0.567058862636751,1.74322640705258
"447",446,2.71079849729701,144,143,31867959,142,18018000,14400,2.26224544978548e-05,47419,47401,0,46634,315,0.999620405322761,0,0.98344545435374,0.00664290685168392,20382.3,3350.52,2105.3,305.484,2319.98,262852,16,67609,0,580180526,8,10,3.36384911615014,0.805862095384193,-0.653050618853123,1.65723465083621
"448",447,2.86737176520649,150,31,35662356,30,19319444,150000,0.000167932673023854,59323,59198,0,58368,263,0.997892891458625,0,0.983901690743894,0.00443335637105339,22024.7,3741.73,2273.71,348.587,2937.05,0,0,0,0,0,0,0,3.38321816663866,0.847527893258897,-0.515846401432166,1.79443886825716
"449",448,3.24707395465127,93,65,30013189,64,20478450,9300,1.29378611653505e-05,58704,58502,0,58105,192,0.996559007904061,0,0.989796266012537,0.00327064595257563,19411.3,4115.42,2374.97,346.225,2198.09,240126,211727,62807,0,7320237392,41,133,3.64833093914525,0.890016286574048,-0.401256984493986,1.90902828519535
"450",449,2.60757314579625,77,48,24451451,47,17189422,1711559,0.00299851469406905,48369,48218,0,47475,308,0.99687816576733,0,0.981517087390684,0.00636771485869048,15677.1,3669.82,2302.12,306.729,1573.8,219413,228,62924,0,4026440768,17,45,3.28374940961181,0.794084085150853,-0.676176263815562,1.63410900587377
"451",450,2.08322390792907,1159,7334,52021072,7333,2177185,120877,4.39027910913324e-05,77069,76885,0,71532,2859,0.997612529032425,0,0.928155289415978,0.0370966276972583,22421.6,2776.45,2022.88,273.322,2938.1,177242,77303,62836,0,2536374437,13,64,1.96860548709256,1.0582231542013,0.114618420836511,2.42490369052584
"452",451,2.3210605320937,150,31,28520646,31,17994190,75500,0.000116675254763857,42853,42699,0,41800,378,0.99640631927753,0,0.975427624670385,0.00882085268242597,16845.7,3846.61,2306.85,326.544,1801.9,227081,0,66941,0,3035753084,6,72,3.0489448489663,0.761266814281873,-0.7278843168726,1.58240095281673
"453",452,2.27527695039708,5212,19028,85609528,22555,1451475,1188004,0.000441590608581115,80401,80331,0,75684,2614,0.999129364062636,0,0.941331575477917,0.03251203343242,23439.4,2974.28,2027.05,300.877,3239.13,178236,505223,63532,0,2422364150,19,19,2.16109065198777,1.05283734780134,0.114186298409312,2.42447156809864
"454",453,2.24707765886769,34581,15020,34173225,15019,46775,3005762,0.00362320193181859,48455,48260,0,45499,1253,0.995975647507997,0,0.938994943762254,0.0258590444742545,17588.9,3024.3,2004.16,282.711,2102.96,241261,573821,63532,0,1210581152,3,19,2.1219541087369,1.0589661904636,0.125123550130796,2.43540881982013
"455",454,2.20881318013076,870,81,41709588,81,5524274,74746,7.81231233279379e-05,46390,46328,1,44778,653,0.998663505065747,2.15563699073076e-05,0.96525113170942,0.0140763095494719,22275.3,3628.12,2103.28,356.662,2825.57,0,0,0,0,0,0,0,2.71360008392208,0.813978888494972,-0.504786903791322,1.80549836589801
"456",455,2.30541465953631,408,72,47419401,72,13818222,6172099,0.00536702392211845,48818,48638,0,47615,544,0.996312835429555,0,0.975357450120857,0.0111434307017903,23641,3369.98,2088.6,312.37,2786.54,194500,0,63838,0,2198856664,8,32,3.04639432102291,0.756768302654333,-0.740979661486603,1.56930560820273
"457",456,1.97144695087202,1474,376,14850352,376,412669,354099,0.000809787542959368,38495,38428,0,36390,896,0.998259514222626,0,0.945317573710872,0.0232757500974152,9915.67,2832.28,1999.41,280.519,1077.99,220643,18,63836,0,1956634587,3,65,2.23332852051142,0.882739342987732,-0.261881569639406,2.04840370004993
"458",457,2.94513830431441,0,28,25762658,27,25762658,0,0,50995,50910,0,50437,176,0.998333169918619,0,0.989057750759878,0.00345131875674086,15364,3757.03,2386.75,310.878,1633.55,241925,114236,63838,0,4505653651,15,101,3.61357037256827,0.815021710016182,-0.668432068253866,1.64185320143546
"459",458,2.47162239997212,445,24,28326520,24,20153794,222500,0.000350476623004473,44782,44626,0,43583,473,0.996516457505248,0,0.973225849671743,0.010562279487294,15586.7,3778.55,2392.12,306.854,1618.49,260144,43,63838,0,2426693282,19,110,2.97054963511034,0.832042114617052,-0.498927235138221,1.81135803455111
"460",459,2.44377519043614,1131,53,27288303,52,4638087,325822,0.000541084085385554,42138,42078,0,41009,489,0.998576107076748,0,0.973207081494138,0.0116047273245052,14704.5,3601.29,2371.7,296.591,1582.15,260101,0,63838,0,4461772872,12,67,2.96989572342272,0.822848819627833,-0.526120532986588,1.78416473670274
"461",460,2.67366740353775,1454,354,36880113,353,812338,136641,0.00015824366511752,47359,47242,0,46536,377,0.99752950864672,0,0.982622099284191,0.00796047213834752,20861.3,4223.91,2446.36,359.522,2321.38,339628,38,194864,0,8085702608,4,114,3.32930107450228,0.803071678922117,-0.655633670964526,1.65465159872481
"462",461,2.92722709353207,800,517,27158553,517,3329536,399046,0.000560444552249,55926,55521,0,54571,439,0.992758287737367,0,0.975771555269463,0.00784965847727354,15145.5,3244.9,2284.42,291.383,1899.45,243166,698,63852,0,7555674389,18,141,3.06149514755789,0.956142979964245,-0.134268054025813,2.17601721566352
"463",462,2.17172584090092,5144,2870,37901974,2869,1265157,181047225,0.160708222923146,47779,47439,0,45542,957,0.992883902969924,0,0.95318026748153,0.0200297201699491,20562,3252.36,2124.42,294.167,2400.17,0,0,0,0,0,0,0,2.3976596546939,0.905769022158476,-0.225933813792976,2.08435145589636
"464",463,3.29068220706358,3423,17480,2025324,17479,2022835,341969,0.000133765687266543,115775,115701,0,111742,2117,0.999360829194558,0,0.965165191103433,0.0182854675016195,21934.1,3019.64,2081.68,355.617,2872.39,0,0,0,0,0,0,0,2.71105137603437,1.21380296815956,0.579630831029212,2.88991610071854
"465",464,2.13543905676331,171,43,30432001,42,16772172,16147546,0.0195615041752375,44470,44245,0,42446,863,0.994940409264673,0,0.95448617045199,0.0194063413537216,19244.3,3464,2005.36,332.89,2030.15,0,0,0,0,0,0,0,2.42795468978393,0.87952179080959,-0.292515633020625,2.01776963666871
"466",465,2.52209724186426,14,109,51923808,109,47087582,7000,5.0976966795991e-06,52668,52462,32,50979,789,0.996088706615022,0.000607579554947976,0.967931191615402,0.014980633401686,18920.9,2952.51,2361.64,352.229,3931.72,225487,284380,65282,0,5231534948,32,105,2.79538449210421,0.902236257297745,-0.27328725023995,2.03699801944938
"467",466,2.53704779702791,2597,51,30677984,50,5134100,1296088,0.00081857248459989,90703,90465,0,88180,1164,0.99737605150877,0,0.972183940994234,0.0128330926209717,10863.7,2496.14,2237.2,311.646,2402.17,0,0,0,0,0,0,0,2.93460970014982,0.864526480948518,-0.397561903121909,1.91272336656742
"468",467,2.91167177822361,234,1425,27298164,1425,4190077,112552,0.000113908788424229,62372,62316,0,61079,643,0.999102161226191,0,0.979269544026166,0.0103091130635542,12140.8,2954.47,2214.45,330.922,2203.48,274462,173,65282,0,1993333720,22,193,3.19393258663605,0.91162593425,-0.282260808412441,2.02802446127689
"469",468,2.70071525698098,11,495,17337441,495,15551623,220,5.13537667574752e-07,43445,43440,0,43138,115,0.999884911957648,0,0.992933594199563,0.00264702497410519,9893.42,3437.04,2318.4,309.537,1122.33,267979,56385,67675,0,5179203498,11,90,3.80110744052583,0.710507476896621,-1.10039218354485,1.20989308614448
"470",469,1.94036760340535,0,48,33715535,47,33715535,0,0,41027,40777,0,38814,938,0.993906451848782,0,0.946059911765423,0.022862992663368,13427.7,2422.83,2054.88,269.067,2124.1,0,0,0,0,0,0,0,2.24757403624828,0.863316434569725,-0.307206432842929,2.0030788368464
"471",470,2.36476701207211,181,51,42399299,50,23286394,18100,1.66739299748869e-05,51294,51108,0,48206,1757,0.99637384489414,0,0.939798027059695,0.0342535189300893,17817.2,3141.51,2212.57,299.036,2411.27,267933,0,67670,0,359298260,1,7,2.1351454663294,1.10754374789155,0.229621545742713,2.53990681543204
"472",471,2.60028733832128,76,1537,30018624,1537,16851628,1760,2.64074098399789e-06,43018,43007,0,42003,464,0.999744293086615,0,0.976405225719466,0.010786182528244,18976.7,3535.82,2240.54,300.535,1985.4,265757,0,67607,0,298596988,1,4,3.08483660125954,0.842925468810756,-0.484549262938263,1.82573600675107
"473",472,3.2449180019171,196,1259,31005324,1258,9935855,3920,6.01067034439549e-06,53287,53264,0,52845,178,0.999568375025804,0,0.99170529397414,0.0033404019742151,19443,3749.25,2329.97,331.11,2250.91,265757,16,67607,0,2590301278,43,46,3.74029872190363,0.867555840637667,-0.495380719986535,1.8149045497028
"474",473,2.19104571970652,497,81,47421265,80,4648668,102560,8.34588696543573e-05,48232,48126,0,45755,1470,0.997802288936805,0,0.948644053740255,0.0304776911593963,14184.6,2246.16,2182.97,287.944,3046.38,267933,25415338,67670,0,1199499722,26,26,2.29918013338276,0.952968272426248,-0.108134413676241,2.20215085601309
"475",474,2.19999555496132,5261,1039,24840772,1038,377582,9898702,0.0144544240603575,44580,44508,0,42777,824,0.998384925975774,0,0.959555854643338,0.018483624943921,16635.9,3487.4,2125.46,314.67,1777.89,238304,23,67077,0,931430398,4,16,2.55425443141932,0.861306347519521,-0.354258876457993,1.95602639323134
"476",475,2.6190059731632,79,213,26043804,212,22513697,1580,2.90163138311064e-06,42902,42893,0,41921,490,0.999790219570183,0,0.97713393314997,0.011421378956692,14083.7,3082.7,2318.06,281.373,1823.55,0,0,0,0,0,0,0,3.1120311450973,0.841574473728898,-0.4930251719341,1.81726009775523
"477",476,1.87333442367314,1873,1746,43767000,1745,5095822,936500,0.000428246709776985,66455,66282,0,63254,1775,0.997396734632458,0,0.951832066812129,0.0267098036265142,28753.1,3310.97,1984.43,307.737,3200.38,0,0,0,0,0,0,0,2.36730978538028,0.791334718946472,-0.493975361707141,1.81630990798219
"478",477,1.738457644965,2816,168,27035343,167,358862,281600,0.000447029027856911,37446,37388,13,33643,1967,0.99845110292154,0.000347166586551301,0.898440420872723,0.052528975057416,10385.3,2654.63,1971.46,314.244,1346.41,249517,22,66957,0,1553913776,7,26,1.73171184893857,1.00389544948288,0.00674579602643699,2.31703106571577
"479",478,2.65065462319362,236,58,26128932,58,13007371,3879978,0.0050720360925625,47541,47335,0,46483,453,0.995666898045897,0,0.977745524915336,0.00952861740392503,17631.4,3918.45,2401.24,354.825,2089.76,0,0,0,0,0,0,0,3.13514840056802,0.845463845575344,-0.484493777374391,1.82579149231494
"480",479,1.36484384824392,1572,360,34636535,360,4898551,647100,0.000780879350807293,30707,30506,0,25352,2835,0.993454261243365,0,0.82560979581203,0.0923242257465724,13355.5,2085.59,1911.08,227.934,1682.23,0,0,0,0,0,0,0,1.60201950184387,0.851952080903531,-0.237175653599947,2.07310961608938
"481",480,2.15383037123489,334,38,83992109,38,14859289,13260140,0.00566208948157133,47024,46639,0,43668,1700,0.99181269139163,0,0.928632187818986,0.0361517522966996,38924.5,2985.61,2062.43,294.825,5676.51,237596,0,67559,0,1152098962,1,3,1.9744463755525,1.09085280709748,0.179383995682393,2.48966926537172
"482",481,2.34976519186052,613,358,42952821,357,3833009,61300,5.54959030928114e-05,54278,53917,0,51846,1189,0.993349054865691,0,0.955193632779395,0.0219057445005343,17090.7,2869.58,2209.14,303.912,2612.89,262375,242796,66908,0,6196524372,11,115,2.44474168752362,0.96115070309972,-0.0949764956630976,2.21530877402623
"483",482,1.48367683812042,719,7493,26734982,8212,2569385,71900,0.00011001559398364,31819,31719,0,29070,1334,0.996857223671391,0,0.913605078726547,0.04192463622364,13312.9,2512.8,1907.61,248.114,1428.98,208947,117398,66907,0,408251852,2,2,1.8245918590886,0.813155463086155,-0.34091502096818,1.96937024872115
"484",483,2.96954605247486,14,157,32514960,157,26519775,280,4.17506100580503e-07,48579,48560,0,47877,377,0.999608884497417,0,0.985549311430865,0.00776055497231314,17888.4,4188.25,2383.9,395.97,2108.52,249418,1,66907,0,562846584,5,5,3.45451977733205,0.859611825632177,-0.484973724857186,1.82531154483214
"485",484,2.6504871432931,18,97,26259131,96,26259131,360,6.17603494768391e-07,44913,44870,0,43712,648,0.999042593458464,0,0.973259412642219,0.0144278939282613,12932.9,3693.97,2368.19,312.293,1347.17,263540,0,66911,0,365994004,5,5,2.97171961848836,0.89190350489436,-0.32123247519526,1.98905279449407
"486",485,2.17830675648165,903,200,25738204,199,4219354,874690,0.00139625236058858,39429,39420,0,37278,1009,0.999771741611504,0,0.945446245149509,0.0255903015546932,15442,3182.34,2126.33,283.419,1612.54,208560,0,66941,0,1163168246,1,11,2.23577952125239,0.974294082120158,-0.057472764770746,2.25281250491859
"487",486,2.44604247776502,4018,2721,50983633,2721,1231776,4308567,0.00172606069267034,83431,83302,0,80542,1536,0.998453812132181,0,0.965372583332335,0.0184104229842624,23670.3,3865.56,2258.73,393.728,3279.76,278769,79511,66927,0,8406830398,12,179,2.71720966405182,0.90020380470661,-0.271167186286802,2.03911808340253
"488",487,1.91163409323672,989,598,53138383,597,3626585,65101941,0.054874836551933,46307,46113,0,43289,1590,0.99581056859654,0,0.9348262681668,0.0343360615025806,13665.9,2486,1949.89,296.585,2215.79,233883,0,67672,0,227127876,5,5,2.05769258489291,0.929018312682608,-0.146058491656184,2.16422677803315
"489",488,1.43822227252546,3115,544,62607046,544,917127,622730,0.000420094306122336,29635,29527,0,25467,2293,0.996355660536528,0,0.859355491817108,0.0773747258309431,25970.5,2541.07,1874.03,245.734,2999.61,225058,0,66932,0,399653114,7,7,1.6407647971515,0.87655602742229,-0.202542524626041,2.10774274506329
"490",489,2.09622699670514,291,78,27553930,77,13298322,145500,0.000210223227506325,40906,40612,0,39260,656,0.992812790299711,0,0.959761404194984,0.0160367672224124,17151.8,3239.74,2145.69,278.123,1813.91,251174,65,67532,0,2594144742,7,40,2.55967610913361,0.818942283058874,-0.463449112428478,1.84683615726085
"491",490,1.75369705373202,198,349,40419146,349,13074164,39600,3.78937982000321e-05,34613,34453,0,30929,1860,0.995377459336088,0,0.893566001213417,0.0537370352179817,16816.8,2267.03,2088.12,241.85,2474.67,252673,0,67641,0,1167069370,1,4,1.7112183299166,1.02482367274402,0.0424787238154192,2.35276399350475
